name,hiredate,08depcode,08job,eightsal,eightOT,eightcals,eightTotal,09depcode,09job,ninesal,nineOT,ninecals,nineTotal,10depcode,10job,tensal,tenOT,tencals,tenTotal,11depcode,11job,elevensal,elevenOT,elevencals,elevenTotal,12depcode,12job,twelvesal,twelveOT,twelvecals,twelveTotal,13depcode,13job,thirteensal,thirteenOT,thirteencals,thirteenTotal
p262,6/5/1995,1,Police Officer                                    ,42266.52,23754.99,23754.99,66021.51,1,Police Officer                                    ,43730.96,18533.13,18533.13,62264.09,1,Police Officer                                    ,44798.91,4549.76,4549.76,49348.67,1,Police Officer                                    ,44798.91,4725.72,4725.72,49524.63,1,Police Officer                                    ,44798.91,5567.29,5567.29,50366.2,1,Police Officer                                    ,45976.8,2728.57,2728.57,48705.37
p263,7/7/1995,1,Police Officer                                    ,44355.36,7572.59,7572.59,51927.95,1,Police Officer                                    ,47016.66,12790.43,12790.43,59807.09,1,Police Officer                                    ,48166.49,23.16,23.16,48189.65,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p264,7/10/1995,1,Police Officer                                    ,45439.73,4642.25,4642.25,50081.98,1,Police Officer                                    ,48166.49,11876.91,11876.91,60043.4,1,Police Officer                                    ,48166.49,2679.75,2679.75,50846.24,1,Police Officer                                    ,48166.49,567.73,567.73,48734.22,1,Police Officer                                    ,48166.49,538.43,538.43,48704.92,1,Police Officer                                    ,48604.01,35.43,35.43,48639.44
p265,7/10/1995,1,Police Officer                                    ,47689.59,2843.07,2843.07,50532.66,1,Police Sergeant                                   ,55697.79,1826.63,1826.63,57524.42,1,Police Sergeant                                   ,57064.84,565.85,565.85,57630.69,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,57064.84,137.18,137.18,57202.02,1,Police Sergeant                                   ,59040.91,346.3,346.3,59387.21
p266,7/10/1995,1,Police Officer                                    ,45439.73,13046.93,13046.93,58486.66,1,Police Officer                                    ,48166.49,20682.88,20682.88,68849.37,1,Police Sergeant                                   ,55697.79,12746.1,12746.1,68443.89,1,Police Sergeant                                   ,55697.79,14017.3,14017.3,69715.09,1,Police Sergeant                                   ,55697.79,6892.72,6892.72,62590.51,1,Police Sergeant                                   ,56978.15,2810.88,2810.88,59789.03
p267,7/10/1995,1,Police Officer                                    ,45439.73,1687.76,1687.76,47127.49,1,Police Officer                                    ,48166.49,3567.19,3567.19,51733.68,1,Police Officer                                    ,48166.49,3015.66,3015.66,51182.15,1,Police Officer                                    ,48166.49,2087.04,2087.04,50253.53,1,Police Officer                                    ,48166.49,1545.33,1545.33,49711.82,1,Police Officer                                    ,49426.84,1108.94,1108.94,50535.78
p268,7/10/1995,1,Police Officer                                    ,45439.73,23077.89,23077.89,68517.62,1,Police Officer                                    ,48166.49,17373.44,17373.44,65539.93,1,Police Officer                                    ,48166.49,1632.84,1632.84,49799.33,1,Police Officer                                    ,48166.49,6950.93,6950.93,55117.42,1,Police Officer                                    ,48166.49,16226.02,16226.02,64392.51,1,Police Sergeant                                   ,57537.78,1367.85,1367.85,58905.63
p269,7/10/1995,1,Police Officer                                    ,45439.73,1930.64,1930.64,47370.37,1,Police Officer                                    ,48166.49,4075.62,4075.62,52242.11,1,Police Officer                                    ,48166.49,2162.3,2162.3,50328.79,1,Police Officer                                    ,48166.49,4660.32,4660.32,52826.81,1,Police Officer                                    ,48166.49,2914.88,2914.88,51081.37,1,Police Officer                                    ,49226.6,1824.66,1824.66,51051.26
p270,7/10/1995,1,Police Officer                                    ,45439.73,4156.14,4156.14,49595.87,1,Police Officer                                    ,48166.49,9020.98,9020.98,57187.47,1,Police Officer                                    ,48166.49,17061.97,17061.97,65228.46,1,Police Officer                                    ,48166.49,16226.51,16226.51,64393,1,Police Officer                                    ,48166.49,18572.91,18572.91,66739.4,1,Police Officer                                    ,49226.08,8297.73,8297.73,57523.81
p271,7/10/1995,1,Police Officer                                    ,45439.73,30550.46,30550.46,75990.19,1,Police Officer                                    ,48166.49,33018.16,33018.16,81184.65,1,Police Officer                                    ,48166.49,19486.9,19486.9,67653.39,1,Police Officer                                    ,48166.49,19719.01,19719.01,67885.5,1,Police Officer                                    ,48166.49,6843.45,6843.45,55009.94,1,Police Sergeant                                   ,57558.25,14940.34,14940.34,72498.59
p272,7/10/1995,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,48166.49,138.94,138.94,48305.43,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p273,7/10/1995,1,Police Officer                                    ,45439.73,19598.07,19598.07,65037.8,1,Police Sergeant                                   ,55697.79,9746.72,9746.72,65444.51,1,Police Sergeant                                   ,57064.84,277.77,277.77,57342.61,1,Police Sergeant                                   ,57064.84,809.69,809.69,57874.53,1,Police Sergeant                                   ,57064.84,5588.9,5588.9,62653.74,1,Police Sergeant                                   ,59117.84,1231.31,1231.31,60349.15
p274,7/10/1995,1,Police Officer                                    ,45439.73,158.39,158.39,45598.12,1,Police Officer                                    ,48166.49,567.86,567.86,48734.35,1,Police Officer                                    ,48166.49,440,440,48606.49,1,Police Officer                                    ,48166.49,370.54,370.54,48537.03,1,Police Officer                                    ,48166.49,521.36,521.36,48687.85,1,Police Officer                                    ,49981.92,70.86,70.86,50052.78
p275,1/24/1996,1,Administrative Assistant I                        ,44050.39,1672.96,1672.96,45723.35,1,Administrative Assistant I                        ,45603.42,1315.26,1315.26,46918.68,1,Administrative Assistant I                        ,46743.11,556.2,556.2,47299.31,1,Administrative Assistant I                        ,46743.11,1424.2,1424.2,48167.31,1,Administrative Assistant I                        ,46743.11,7146.29,7146.29,53889.4,1,Administrative Assistant I                        ,47391.03,5008.47,5008.47,52399.5
p276,2/12/1996,1,Police Officer                                    ,43297.98,5059.11,5059.11,48357.09,1,Police Officer                                    ,44798.91,4516.41,4516.41,49315.32,1,Police Officer                                    ,47016.66,2138.36,2138.36,49155.02,1,Police Officer                                    ,47016.66,2469.37,2469.37,49486.03,1,Police Officer                                    ,47016.66,27205.09,27205.09,74221.75,1,Police Officer                                    ,48235.38,25494.32,25494.32,73729.7
p277,3/23/1996,1,Operations Officer I                              ,27921.03,2562.74,2562.74,30483.77,1,Operations Officer I                              ,28905.33,541.97,541.97,29447.3,1,Operations Officer I                              ,29628.53,811.94,811.94,30440.47,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Operations Officer I                              ,30222.24,682.89,682.89,30905.13
p278,4/4/1996,1,Stenographic Reporter II                          ,35102.72,4582.34,4582.34,39685.06,1,Stenographic Reporter II                          ,38180.16,4288.03,4288.03,42468.19,1,Stenographic Reporter II                          ,39134.24,3852.29,3852.29,42986.53,1,Stenographic Reporter II                          ,39134.24,1142.98,1142.98,40277.22,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p279,5/6/1996,1,Police Sergeant                                   ,56499.84,2128.74,2128.74,58628.58,1,Police Sergeant                                   ,58466.02,1052.34,1052.34,59518.36,1,Police Sergeant                                   ,59902.43,101.41,101.41,60003.84,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Lieutenant                                 ,71719.68,51.72,51.72,71771.4
p280,5/6/1996,1,Police Officer                                    ,44355.36,10426.14,10426.14,54781.5,1,Police Officer                                    ,47016.66,5433.92,5433.92,52450.58,1,Police Sergeant                                   ,55697.79,2456.9,2456.9,58154.69,1,Police Sergeant                                   ,55697.79,659.41,659.41,56357.2,1,Police Sergeant                                   ,55697.79,1756.5,1756.5,57454.29,1,Police Sergeant                                   ,57134.76,1146.6,1146.6,58281.36
p281,5/6/1996,1,Police Sergeant                                   ,55146.33,5298.27,5298.27,60444.6,1,Police Sergeant                                   ,57064.84,8421.12,8421.12,65485.96,1,Police Sergeant                                   ,58466.02,19306.79,19306.79,77772.81,1,Police Sergeant                                   ,58466.02,12952.33,12952.33,71418.35,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p282,5/6/1996,1,Police Officer                                    ,44355.36,1279.47,1279.47,45634.83,1,N/A,0,0,NaN,0,1,Police Officer                                    ,44798.91,1074.2,1074.2,45873.11,1,Police Officer                                    ,44798.91,1442.06,1442.06,46240.97,1,Police Officer                                    ,44798.91,1287.88,1287.88,46086.79,1,Police Officer                                    ,46317.27,2040.31,2040.31,48357.58
p283,5/6/1996,1,Police Officer                                    ,44355.36,132.56,132.56,44487.92,1,Police Sergeant                                   ,55697.79,645.61,645.61,56343.4,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Sergeant                                   ,57064.84,289.88,289.88,57354.72,1,Police Sergeant                                   ,58600.15,2649.87,2649.87,61250.02
p284,5/6/1996,1,Police Officer                                    ,44355.36,6366.54,6366.54,50721.9,1,Police Officer                                    ,47016.66,5416.01,5416.01,52432.67,1,Police Officer                                    ,48166.49,2596.5,2596.5,50762.99,1,Police Officer                                    ,48166.49,3539.39,3539.39,51705.88,1,Police Officer                                    ,48166.49,9807.38,9807.38,57973.87,1,Police Officer                                    ,50082.3,2069.74,2069.74,52152.04
p285,5/6/1996,1,Police Sergeant                                   ,56499.84,10376.23,10376.23,66876.07,1,N/A,0,0,NaN,0,1,Police Lieutenant                                 ,72045.56,407.16,407.16,72452.72,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p286,5/6/1996,1,Police Officer                                    ,44355.36,2063.81,2063.81,46419.17,1,Police Officer                                    ,47016.66,885.23,885.23,47901.89,1,Police Officer                                    ,48166.49,445.8,445.8,48612.29,1,Police Officer                                    ,48166.49,1262.5,1262.5,49428.99,1,Police Officer                                    ,48166.49,115.79,115.79,48282.28,1,Police Sergeant                                   ,57003.89,35.43,35.43,57039.32
p287,5/6/1996,1,Police Sergeant                                   ,55146.33,15293.97,15293.97,70440.3,1,Police Sergeant                                   ,57064.84,11041.66,11041.66,68106.5,1,Police Sergeant                                   ,58466.02,13617.87,13617.87,72083.89,1,Police Sergeant                                   ,58466.02,8362.68,8362.68,66828.7,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
